sample_id	Chromosome	Start_Position	Rating	Mean_Rating	All_Rating
Reddy_2820T	16	10998665	4	4	4
Reddy_2233T	16	11001190	4	4	4
Reddy_2838T	16	11001595	4	4	4
Reddy_2819T	16	11001619	4	4	4
Reddy_3924T	16	11002965	4	4	4
Reddy_2600T	16	11012338	4	4	4
Reddy_3667T	16	11348700	3	3	3
Reddy_3669T	16	11348700	3	3	3
Reddy_2522T	16	11348715	3	3	3
Reddy_2762T	16	11348715	3	3	3
Reddy_2226T	16	11348722	4	4	4
Reddy_3684T	16	11348722	3	3	3
Reddy_3636T	16	11348726	3	3	3
Reddy_3812T	16	11348728	3	3	3
Reddy_3593T	16	11348732	3	3	3
Reddy_3655T	16	11348756	3	3	3
Reddy_2832T	16	11348762	3	3	3
Reddy_2533T	16	11348812	3	3	3
Reddy_2619T	16	11348813	3	3	3
Reddy_2233T	16	11348853	3	3	3
Reddy_648T	16	11348949	3	3	3
Reddy_2677T	16	11348878	2	2	2
Reddy_2213T	16	11348885	3	3	3
Reddy_3548T	16	11348899	3	3	3
Reddy_2541T	16	11348906	3	3	3
Reddy_3465T	16	11348908	4	4	4
Reddy_3812T	16	11348908	4	4	4
Reddy_3940T	16	11348989	2	2	2
Reddy_3974T	16	11348989	3	3	3
Reddy_2487T	16	11348920	3	3	3
Reddy_3816T	16	11348923	3	3	3
Reddy_2084T	16	11348932	4	4	4
Reddy_2153T	16	11348949	3	3	3
Reddy_2278T	16	11348949	4	4	4
Reddy_2487T	16	11348949	3	3	3
Reddy_3856T	16	11348953	3	3	3
Reddy_3848T	16	11348960	4	4	4
Reddy_2241T	16	11348961	4	4	4
Reddy_2952T	16	11348961	4	4	4
Reddy_3488T	16	11348961	3	3	3
Reddy_2153T	16	11348962	3	3	3
Reddy_2832T	16	11348962	3	3	3
Reddy_2901T	16	11348962	3	3	3
Reddy_2956T	16	11348962	3	3	3
Reddy_3627T	16	11348962	3	3	3
Reddy_3685T	16	11348962	3	3	3
Reddy_3851T	16	11348962	4	4	4
Reddy_3852T	16	11348962	3	3	3
Reddy_3872T	16	11348962	5	5	5
Reddy_3664T	16	11348968	3	3	3
Reddy_2044T	16	11348972	3	3	3
Reddy_2541T	16	11348972	3	3	3
Reddy_2127T	16	11348978	4	4	4
Reddy_2677T	16	11348981	3	3	3
Reddy_3548T	16	11348983	4	4	4
Reddy_3548T	16	11348989	4	4	4
Reddy_3602T	16	11348989	3	3	3
Reddy_3848T	16	11348989	4	4	4
Reddy_2152T	16	11348995	3	3	3
Reddy_3655T	16	11349004	3	3	3
Reddy_2952T	16	11349006	3	3	3
Reddy_3831T	16	11349006	4	4	4
Reddy_3872T	16	11349006	4	4	4
Reddy_2153T	16	11349012	3	3	3
Reddy_2233T	16	11349028	3	3	3
Reddy_2213T	16	11349038	3	3	3
Reddy_3856T	16	11349064	3	3	3
Reddy_2680T	16	11349093	3	3	3
Reddy_3746T	16	11349093	4	4	4
Reddy_3872T	16	11349093	3	3	3
Reddy_3548T	16	11349097	3	3	3
Reddy_2110T	16	11349099	3	3	3
Reddy_3667T	16	11349101	3	3	3
Reddy_3817T	16	11349103	3	3	3
Reddy_3851T	16	11349103	3	3	3
Reddy_2699T	16	11349104	3	3	3
Reddy_3831T	16	11349112	3	3	3
Reddy_3872T	16	11349122	3	3	3
Reddy_2095T	16	11349146	3	3	3
Reddy_3647T	16	11349146	3	3	3
Reddy_3548T	16	11349151	3	3	3
Reddy_2652T	16	11349257	3	3	3
Reddy_2765T	16	11349260	3	3	3
Reddy_2213T	16	11349281	2	2	2
Reddy_2764T	16	11349290	3	3	3
Reddy_3851T	16	11349302	3	3	3
Reddy_2076T	16	11349318	4	4	4
Reddy_3908T	16	11349318	2	2	2
Reddy_2654T	16	11349332	3	3	3
Reddy_3628T	16	11349332	2	2	2
Reddy_2539T	16	11349333	3	3	3
Reddy_2076T	16	11349335	3	3	3
Reddy_3510T	16	3778008	4	4	4
Reddy_3815T	16	3778776	5	5	5
Reddy_3616T	16	3779118	4	4	4
Reddy_2539T	16	3779220	4	4	4
Reddy_2662T	16	3781337	4	4	4
Reddy_3820T	16	3786117	4	4	4
Reddy_2833T	16	3786132	4	4	4
Reddy_3617T	16	3786141	4	4	4
Reddy_2939T	16	3786146	3	3	3
Reddy_3887T	16	3786691	4	4	4
Reddy_2616T	16	3786703	3	3	3
Reddy_2678T	16	3786703	4	4	4
Reddy_3851T	16	3786703	5	5	5
Reddy_2146T	16	3786704	4	4	4
Reddy_2298T	16	3786715	4	4	4
Reddy_2605T	16	3786752	5	5	5
Reddy_2692T	16	3786752	4	4	4
Reddy_3600T	16	3786752	3	3	3
Reddy_3885T	16	3786767	4	4	4
Reddy_3896T	16	3786767	4	4	4
Reddy_2045T	16	3786791	3	3	3
Reddy_2609T	16	3788605	4	4	4
Reddy_2664T	16	3788606	4	4	4
Reddy_2148T	16	3788617	5	5	5
Reddy_2156T	16	3788617	5	5	5
Reddy_2829T	16	3788617	4	4	4
Reddy_3549T	16	3788617	2	2	2
Reddy_3847T	16	3788617	3	3	3
Reddy_2229T	16	3788618	3	3	3
Reddy_2523T	16	3788618	3	3	3
Reddy_2561T	16	3788618	5	5	5
Reddy_3465T	16	3788618	4	4	4
Reddy_2613T	16	3788648	4	4	4
Reddy_2899T	16	3788653	5	5	5
Reddy_2605T	16	3788657	4	4	4
Reddy_3765T	16	3788666	4	4	4
Reddy_2233T	16	3789628	4	4	4
Reddy_2830T	16	3789709	4	4	4
Reddy_3838T	16	3790455	4	4	4
Reddy_3885T	16	3790536	4	4	4
Reddy_3896T	16	3790536	4	4	4
Reddy_2553T	16	3807332	4	4	4
Reddy_3991T	16	3807830	4	4	4
Reddy_2626T	16	3807819	4	4	4
Reddy_3937T	16	3807894	4	4	4
Reddy_3983T	16	3807977	4	4	4
Reddy_2530T	16	3807978	4	4	4
Reddy_2621T	16	3808046	4	4	4
Reddy_2217T	16	3808892	3	3	3
Reddy_2663T	16	3817729	3	3	3
Reddy_2084T	16	3819284	4	4	4
Reddy_2935T	16	3820816	4	4	4
Reddy_2832T	16	3823859	3	3	3
Reddy_2882T	16	3824647	4	4	4
Reddy_3459T	16	3830797	2	2	2
Reddy_2690T	16	3831232	2	2	2
Reddy_2552T	16	3832709	4	4	4
Reddy_3548T	16	3832811	4	4	4
Reddy_2047T	16	3843447	4	4	4
Reddy_3561T	16	3900780	4	4	4
Reddy_2691T	16	3900786	5	5	5
Reddy_2692T	16	3900810	4	4	4
Reddy_2262T	16	3900846	4	4	4
Reddy_2127T	16	3929893	2	2	2
Reddy_2075T	16	85936688	3	3	3
Reddy_2599T	16	85936688	3	3	3
Reddy_3542T	16	85936688	3	3	3
Reddy_3635T	16	85936688	3	3	3
Reddy_3835T	16	85936688	3	3	3
Reddy_3936T	16	85942618	3	3	3
Reddy_3967T	16	85942659	3	3	3
Reddy_2262T	16	85942602	3	3	3
Reddy_695T	16	85942680	4	4	4
Reddy_2779T	16	85942618	3	3	3
Reddy_2837T	16	85942618	5	5	5
Reddy_3647T	16	85942618	4	4	4
Reddy_3812T	16	85942648	4	4	4
Reddy_2871T	16	85942659	4	4	4
Reddy_2950T	16	85942659	3	3	3
Reddy_3460T	16	85942659	3	3	3
Reddy_3697T	16	85942659	3	3	3
Reddy_3737T	16	85942659	5	5	5
Reddy_3901T	16	85942671	4	4	4
Reddy_2944T	16	85942673	4	4	4
Reddy_2897T	16	85942679	4	4	4
Reddy_3840T	16	85942680	4	4	4
Reddy_3856T	16	85942680	3	3	3
Reddy_2779T	16	85942699	3	3	3
Reddy_3856T	16	85942755	3	3	3
Reddy_2533T	16	85942764	4	4	4
Reddy_3386T	16	85942764	3	3	3
Reddy_2680T	16	85946828	3	3	3
Reddy_2805T	16	85952223	3	3	3
Reddy_3745T	16	85952323	3	3	3
Reddy_2297T	16	85952361	4	4	4
Reddy_2918T	16	85953783	3	3	3
Reddy_2522T	16	85954781	4	4	4
Reddy_2934T	16	85954781	3	3	3
Reddy_3632T	16	85954837	4	4	4
Reddy_3758T	16	85954837	4	4	4
Reddy_2190T	16	85954854	5	5	5
Reddy_3750T	16	85954854	4	4	4
Reddy_3760T	16	85954874	4	4	4
Reddy_2209T	16	85954878	4	4	4
Reddy_2459T	16	85954886	3	3	3
Reddy_3851T	16	85954886	4	4	4
Reddy_2909T	17	15960852	4	4	4
Reddy_2955T	17	15960952	4	4	4
Reddy_2577T	17	15971385	4	4	4
Reddy_2805T	17	15973662	3	3	3
Reddy_3889T	17	15995323	4	4	4
Reddy_2838T	17	16001727	4	4	4
Reddy_2771T	17	16004861	4	4	4
Reddy_3519T	17	16012219	3	3	3
Reddy_3734T	17	16021270	4	4	4
Reddy_3659T	17	16049829	5	5	5
Reddy_3895T	17	16075260	3	3	3
Reddy_2534T	17	16089914	4	4	4
Reddy_2832T	17	29490382	4	4	4
Reddy_3946T	17	29553493	4	4.5	4,5
Reddy_3725T	17	29556403	4	4	4
Reddy_2473T	17	29560127	4	4	4
Reddy_3924T	17	29576039	3	3	3
Reddy_1008T	17	29585395	5	5	5
Reddy_2140T	17	29653265	5	5	5
Reddy_3467T	17	29657379	5	5	5
Reddy_3896T	17	29663421	4	4	4
Reddy_2211T	17	29665138	4	4	4
Reddy_2836T	17	29685632	4	4	4
Reddy_2838T	17	29687661	4	4	4
Reddy_2779T	17	29701031	4	4	4
Reddy_3594T	17	37922216	4	4	4
Reddy_2534T	17	37922402	4	4	4
Reddy_2473T	17	37922431	5	5	5
Reddy_2644T	17	37922621	5	5	5
Reddy_2582T	17	37947776	4	4	4
Reddy_2605T	17	37947776	4	4	4
Reddy_2619T	17	37947776	3	3	3
Reddy_2952T	17	37947776	5	5	5
Reddy_3515T	17	37947776	4	4	4
Reddy_3666T	17	37947776	4	4	4
Reddy_3832T	17	37947776	4	4	4
Reddy_3839T	17	37947776	5	5	5
Reddy_695T	17	37948977	3	3	3
Reddy_2616T	17	37948928	4	4	4
Reddy_3782T	17	38508623	4	4	4
Reddy_816T	17	38510671	3	3	3
Reddy_2141T	17	40353767	4	4	4
Reddy_2161T	17	40353767	4	4	4
Reddy_3677T	17	40353827	3	3	3
Reddy_2628T	17	40359659	3	3	3
Reddy_2127T	17	40369257	3	3	3
Reddy_3456T	17	40370215	4	4	4
Reddy_2087T	17	40375464	3	3	3
Reddy_3949T	17	40474425	3	3	3
Reddy_2124T	17	40474420	3	3	3
Reddy_2135T	17	40474420	4	4	4
Reddy_3724T	17	40474420	3	3	3
Reddy_2138T	17	40474482	3	3	3
Reddy_3389T	17	40474482	3	3	3
Reddy_3394T	17	40474482	2	2	2
Reddy_3399T	17	40474482	4	4	4
Reddy_2111T	17	40475064	3	3	3
Reddy_2163T	17	40475070	3	3	3
Reddy_705T	17	40475317	3	3	3
Reddy_2222T	17	40475318	3	3	3
Reddy_2135T	17	40475325	3	3	3
Reddy_2158T	17	40475325	2	2	2
Reddy_3459T	17	40475325	3	3	3
Reddy_3667T	17	40475325	3	3	3
Reddy_2097T	17	40475330	3	3	3
Reddy_2808T	17	40475367	4	4	4
Reddy_3783T	17	40477036	3	3	3
Reddy_3843T	17	40481581	3	3	3
Reddy_3523T	17	40485937	4	4	4
Reddy_3831T	17	40490780	3	3	3
Reddy_3734T	17	40491371	4	4	4
Reddy_3631T	17	62006603	4	4	4
Reddy_2542T	17	62006662	5	5	5
Reddy_3622T	17	62006674	3	3	3
Reddy_3761T	17	62006674	4	4	4
Reddy_2453T	17	62006680	4	4	4
Reddy_2081T	17	62006798	4	4	4
Reddy_2147T	17	62006798	3	3	3
Reddy_2160T	17	62006798	2	2	2
Reddy_2580T	17	62006798	5	5	5
Reddy_2819T	17	62006798	4	4	4
Reddy_2921T	17	62006798	5	5	5
Reddy_3496T	17	62006798	3	3	3
Reddy_3674T	17	62006798	4	4	4
Reddy_3717T	17	62006798	4	4	4
Reddy_3905T	17	62006798	3	3	3
Reddy_2148T	17	62006799	4	4	4
Reddy_2156T	17	62006799	4	4	4
Reddy_2297T	17	62006799	3	3	3
Reddy_2594T	17	62006799	3	3	3
Reddy_2707T	17	62006799	4	4	4
Reddy_2949T	17	62006799	3	3	3
Reddy_3476T	17	62006799	4	4	4
Reddy_3631T	17	62006799	3	3	3
Reddy_3716T	17	62006799	4	4	4
Reddy_3957T	17	62007246	3	3	3
Reddy_2234T	17	62007190	5	5	5
Reddy_2889T	17	62007198	4	4	4
Reddy_2950T	17	62007198	4	4	4
Reddy_3486T	17	62007213	2	2	2
Reddy_3601T	17	62007222	5	5	5
Reddy_2950T	17	62007488	4	4	4
Reddy_3486T	17	62007513	3	3	3
Reddy_2089T	17	62007670	4	4	4
Reddy_2216T	17	62007703	4	4	4
Reddy_2950T	17	62007703	4	4	4
Reddy_3952T	17	63010400	2	2	2
Reddy_3717T	17	63010377	4	4	4
Reddy_2644T	17	63010386	3	3	3
Reddy_2996T	17	63010400	4	4	4
Reddy_3718T	17	63010412	3	3	3
Reddy_2904T	17	63010413	5	5	5
Reddy_2088T	17	63010422	4	4	4
Reddy_705T	17	63010628	4	4	4
Reddy_3838T	17	63010575	5	5	5
Reddy_2585T	17	63010578	5	5	5
Reddy_2899T	17	63010623	5	5	5
Reddy_2475T	17	63010628	5	5	5
Reddy_2549T	17	63010629	3	3	3
Reddy_3674T	17	63010637	4	4	4
Reddy_2955T	17	63010638	4	4	4
Reddy_3816T	17	63010649	3	3	3
Reddy_2904T	17	63010650	5	5	5
Reddy_3889T	17	63010661	4	4	4
Reddy_3453T	17	63010692	3	3	3
Reddy_2996T	17	63010698	4	4	4
Reddy_2141T	17	63010706	5	5	5
Reddy_2161T	17	63010706	4	4	4
Reddy_2551T	17	63010710	2	2	2
Reddy_2475T	17	63010719	4	4	4
Reddy_2917T	17	63010719	3	3	3
Reddy_3653T	17	63010745	3	3	3
Reddy_2057T	17	63010755	2	2	2
Reddy_2781T	17	63010755	4	4	4
Reddy_3963T	17	63010830	4	4	4
Reddy_3453T	17	63010775	3	3	3
Reddy_2543T	17	63010781	4	4	4
Reddy_2900T	17	63010801	3	3	3
Reddy_1016T	17	63010812	4	4	4
Reddy_3451T	17	63010833	4	4	4
Reddy_3609T	17	63010839	3	3	3
Reddy_3608T	17	63010845	4	4	4
Reddy_3609T	17	63010845	3	3	3
Reddy_3390T	17	63010850	3	3	3
Reddy_2704T	17	63010862	3	3	3
Reddy_2471T	17	63010878	3	3	3
Reddy_3386T	17	63010887	3	3	3
Reddy_3586T	17	63010889	0	0	0
Reddy_2704T	17	63010921	3	3	3
Reddy_2475T	17	63010925	4	4	4
Reddy_2704T	17	63010928	3	3	3
Reddy_2475T	17	63014390	4	4	4
Reddy_3669T	17	63049634	3	3	3
Reddy_3563T	17	63049700	4	4	4
Reddy_2097T	17	63049787	3	3	3
Reddy_2901T	17	63052500	3	3	3
Reddy_3904T	17	63052503	3	3	3
Reddy_2636T	17	63052509	3	3	3
Reddy_3871T	17	63052509	2	2	2
Reddy_2255T	17	63052513	4	4	4
Reddy_2290T	17	63052513	3	3	3
Reddy_3661T	17	63052524	3	3	3
Reddy_2091T	17	63052530	4	4	4
Reddy_2805T	17	63052530	3	3	3
Reddy_2211T	17	63052531	4	4	4
Reddy_3683T	17	63052531	2	2	2
Reddy_2278T	17	63052533	4	4	4
Reddy_2827T	17	63052533	4	4	4
Reddy_3422T	17	63052533	4	4	4
Reddy_3812T	17	63052533	4	4	4
Reddy_3895T	17	63052533	4	4	4
Reddy_3974T	17	63052618	4	4	4
Reddy_2620T	17	63052554	4	4	4
Reddy_2923T	17	63052557	2	2	2
Reddy_3718T	17	63052557	3	3	3
Reddy_3927T	17	63052633	4	4	4
Reddy_2163T	17	63052569	3	3	3
Reddy_3548T	17	63052575	3	3	3
Reddy_3867T	17	63052588	2	2	2
Reddy_2075T	17	63052590	3	3	3
Reddy_3737T	17	63052591	4	4	4
Reddy_3904T	17	63052599	3	3	3
Reddy_2471T	17	63052620	3	3	3
Reddy_2820T	17	63052624	4	4	4
Reddy_2704T	17	63052630	4	4	4
Reddy_3659T	17	63052630	4	4	4
Reddy_3745T	17	63052630	3	3	3
Reddy_3840T	17	63052630	4	4	4
Reddy_2901T	17	63052632	3	3	3
Reddy_2043T	17	63052633	4	4	4
Reddy_2664T	17	63052633	4	4	4
Reddy_2951T	17	63052633	3	3	3
Reddy_3718T	17	63052642	3	3	3
Reddy_2127T	17	63052656	4	4	4
Reddy_3692T	17	7572973	2	2	2
Reddy_3930T	17	7574003	3	3	3
Reddy_3632T	17	7576855	3	3	3
Reddy_2657T	17	7577069	4	4	4
Reddy_2150T	17	7577085	3	3	3
Reddy_4000T	17	7577539	3	3	3
Reddy_2838T	17	7577511	4	4	4
Reddy_2949T	17	7577518	3	3	3
Reddy_2715T	17	7577529	3	3	3
Reddy_2125T	17	7577538	3	3	3
Reddy_2133T	17	7577538	3	3	3
Reddy_2229T	17	7577538	4	4	4
Reddy_2637T	17	7577538	3	3	3
Reddy_2706T	17	7577538	5	5	5
Reddy_3422T	17	7577538	3	3	3
Reddy_3440T	17	7577538	3	3	3
Reddy_3560T	17	7577538	4	4	4
Reddy_2128T	17	7577547	4	4	4
Reddy_2199T	17	7577547	4	4	4
Reddy_2882T	17	7577547	4	4	4
Reddy_2895T	17	7577566	4	4	4
Reddy_2900T	17	7577566	3	3	3
Reddy_2781T	17	7577569	3	3	3
Reddy_2191T	17	7577570	3	3	3
Reddy_2908T	17	7577570	3	3	3
Reddy_3851T	17	7577575	4	4	4
Reddy_3881T	17	7577581	3	3	3
Reddy_2671T	17	7578190	4	4	4
Reddy_3835T	17	7578191	4	4	4
Reddy_3645T	17	7578203	3	3	3
Reddy_2604T	17	7578211	3	3	3
Reddy_3756T	17	7578211	3	3	3
Reddy_2778T	17	7578226	4	4	4
Reddy_2872T	17	7578235	3	3	3
Reddy_2996T	17	7578236	4	4	4
Reddy_2236T	17	7578263	4	4	4
Reddy_2823T	17	7578263	5	5	5
Reddy_2570T	17	7578280	4	4	4
Reddy_3565T	17	7578281	4	4	4
Reddy_3923T	17	7578406	3	3	3
Reddy_3966T	17	7578406	2	2	2
Reddy_2671T	17	7578401	3	3	3
Reddy_2562T	17	7578404	4	4	4
Reddy_2084T	17	7578406	4	4	4
Reddy_2247T	17	7578406	4	4	4
Reddy_2250T	17	7578406	4	4	4
Reddy_2575T	17	7578406	3	3	3
Reddy_2725T	17	7578406	3	3	3
Reddy_3519T	17	7578406	3	3	3
Reddy_3732T	17	7578406	3	3	3
Reddy_2830T	17	7578413	5	5	5
Reddy_2109T	17	7578415	4	4	4
Reddy_3447T	17	7578445	4	4	4
Reddy_816T	17	7578526	3	3	3
Reddy_2955T	17	7578457	3	3	3
Reddy_2720T	17	7578492	3	3	3
Reddy_3590T	17	7578493	4	4	4
Reddy_2480T	17	7578499	4	4	4
Reddy_3551T	17	7578520	4	4	4
Reddy_3814T	17	7578524	4	4	4
Reddy_2620T	17	7578554	3	3	3
Reddy_3450T	17	7579485	3	3	3
Reddy_3760T	18	30260239	5	5	5
Reddy_2242T	18	30322008	3	3	3
Reddy_3932T	18	30349640	4	4	4
Reddy_2612T	18	30349640	3	3	3
Reddy_2482T	18	30349654	3	3	3
Reddy_829T	18	30349837	4	4	4
Reddy_2542T	18	30349793	3	3	3
Reddy_2149T	18	30349820	3	3	3
Reddy_2191T	18	30349820	3	3	3
Reddy_2215T	18	30349820	3	3	3
Reddy_2152T	18	30349831	3	3	3
Reddy_3928T	18	30349909	4	4	4
Reddy_3627T	18	30349836	3	3	3
Reddy_3483T	18	30349840	3	3	3
Reddy_2297T	18	30349867	4	4	4
Reddy_829T	18	30349969	5	5	5
Reddy_2081T	18	30349930	3	3	3
Reddy_3699T	18	30349969	3	3	3
Reddy_2897T	18	30349993	4	4	4
Reddy_3845T	18	30349993	3	3	3
Reddy_2225T	18	30350000	4	4	4
Reddy_3826T	18	30350015	3	3	3
Reddy_3948T	18	30350094	5	5	5
Reddy_2081T	18	30350026	3	3	3
Reddy_2081T	18	30350046	3	3	3
Reddy_2211T	18	30350056	3	3	3
Reddy_3622T	18	30350056	3	3	3
Reddy_3627T	18	30350059	3	3	3
Reddy_3622T	18	30350077	3	3	3
Reddy_2482T	18	30350131	3	3	3
Reddy_2152T	18	30350134	3	3	3
Reddy_2654T	18	30350134	3	3	3
Reddy_2191T	18	30350143	3	3	3
Reddy_3601T	18	30350272	2	2	2
Reddy_2081T	18	30350337	2	2	2
Reddy_2103T	18	30350374	3	3	3
Reddy_2636T	18	30350448	3	3	3
Reddy_3930T	18	60985307	2	2	2
Reddy_3946T	18	60985361	4	4	4
Reddy_3532T	18	60985308	4	4	4
Reddy_3901T	18	60985308	4	4	4
Reddy_2076T	18	60985311	4	4	4
Reddy_3555T	18	60985311	4	4	4
Reddy_3655T	18	60985311	4	4	4
Reddy_3712T	18	60985311	4	4	4
Reddy_3743T	18	60985311	3	3	3
Reddy_3849T	18	60985311	4	4	4
Reddy_3743T	18	60985344	4	4	4
Reddy_3901T	18	60985383	5	5	5
Reddy_3885T	18	60985386	4	4	4
Reddy_3896T	18	60985386	5	5	5
Reddy_2522T	18	60985401	4	4	4
Reddy_2715T	18	60985407	4	4	4
Reddy_2522T	18	60985412	4	4	4
Reddy_2626T	18	60985412	4	4	4
Reddy_3746T	18	60985413	4	4	4
Reddy_2111T	18	60985422	4	4	4
Reddy_3450T	18	60985434	4	4	4
Reddy_705T	18	60985514	5	5	5
Reddy_3451T	18	60985472	4	4	4
Reddy_3485T	18	60985472	4	4	4
Reddy_2613T	18	60985495	5	5	5
Reddy_3901T	18	60985495	4	4	4
Reddy_2111T	18	60985500	4	4	4
Reddy_3882T	18	60985500	3	3	3
Reddy_3887T	18	60985500	4	4	4
Reddy_3893T	18	60985502	4	4	4
Reddy_2898T	18	60985505	4	4	4
Reddy_2650T	18	60985506	4	4	4
Reddy_2043T	18	60985508	2	2	2
Reddy_2163T	18	60985508	3	3	3
Reddy_2450T	18	60985508	4	4	4
Reddy_2469T	18	60985508	5	5	5
Reddy_2567T	18	60985508	5	5	5
Reddy_2570T	18	60985508	5	5	5
Reddy_2763T	18	60985508	5	5	5
Reddy_2925T	18	60985508	3	3	3
Reddy_3532T	18	60985508	4	4	4
Reddy_3639T	18	60985508	4	4	4
Reddy_3655T	18	60985508	4	4	4
Reddy_3823T	18	60985508	4	4	4
Reddy_2243T	18	60985514	4	4	4
Reddy_3438T	18	60985514	3	3	3
Reddy_3609T	18	60985514	3	3	3
Reddy_3871T	18	60985514	3	3	3
Reddy_3893T	18	60985514	4	4	4
Reddy_2075T	18	60985518	3	3	3
Reddy_2450T	18	60985529	4	4	4
Reddy_3887T	18	60985529	4	4	4
Reddy_3901T	18	60985542	4	4	4
Reddy_2704T	18	60985550	5	5	5
Reddy_2211T	18	60985562	4	4	4
Reddy_2217T	18	60985562	4	4	4
Reddy_3692T	18	60985562	3	3	3
Reddy_3885T	18	60985575	5	5	5
Reddy_3896T	18	60985575	4	4	4
Reddy_2561T	18	60985578	4	4	4
Reddy_3692T	18	60985580	3	3	3
Reddy_3703T	18	60985580	3	3	3
Reddy_3741T	18	60985595	4	4	4
Reddy_3448T	18	60985623	4	4	4
Reddy_3835T	18	60985629	4	4	4
Reddy_2112T	18	60985632	4	4	4
Reddy_2211T	18	60985634	3	3	3
Reddy_2704T	18	60985640	5	5	5
Reddy_2298T	18	60985644	4	4	4
Reddy_2522T	18	60985644	4	4	4
Reddy_2475T	18	60985649	4	4	4
Reddy_3561T	18	60985682	4	4	4
Reddy_2047T	18	60985721	4	4	4
Reddy_2111T	18	60985721	3	3	3
Reddy_2469T	18	60985721	4	4	4
Reddy_2675T	18	60985721	3	3	3
Reddy_2763T	18	60985721	3	3	3
Reddy_3480T	18	60985721	3	3	3
Reddy_3823T	18	60985721	4	4	4
Reddy_2262T	18	60985725	3	3	3
Reddy_2675T	18	60985725	3	3	3
Reddy_3756T	18	60985725	3	3	3
Reddy_3835T	18	60985725	3	3	3
Reddy_3823T	18	60985742	4	4	4
Reddy_2675T	18	60985743	4	4	4
Reddy_2662T	18	60985840	4	4	4
Reddy_3548T	18	60985840	4	4	4
Reddy_2613T	18	60985842	5	5	5
Reddy_2211T	18	60985845	4	4	4
Reddy_3708T	18	60985853	4	4	4
Reddy_3708T	18	60985866	4	4	4
Reddy_2554T	18	60985869	5	5	5
Reddy_2606T	18	60985869	4	4	4
Reddy_3647T	18	60985869	4	4	4
Reddy_3451T	18	60985870	4	4	4
Reddy_3885T	18	60985875	4	4	4
Reddy_3896T	18	60985875	4	4	4
Reddy_3880T	18	60985878	4	4	4
Reddy_3886T	18	60985878	4	4	4
Reddy_2081T	18	60985883	5	5	5
Reddy_2083T	18	60985883	3	3	3
Reddy_2715T	18	60985883	4	4	4
Reddy_3911T	18	60985886	3	3	3
Reddy_3632T	18	60985893	4	4	4
Reddy_2834T	19	10334778	5	5	5
Reddy_2654T	19	10334815	5	5	5
Reddy_2677T	19	10334968	4	4	4
Reddy_2677T	19	10334989	4	4	4
Reddy_2209T	19	10335164	5	5	5
Reddy_3834T	19	10335226	3	3	3
Reddy_2209T	19	10335241	5	5	5
Reddy_3996T	19	10335377	4	4	4
Reddy_3996T	19	10335379	3	3	3
Reddy_2208T	19	10335314	4	4	4
Reddy_3882T	19	10335346	5	5	5
Reddy_3712T	19	10335431	3	3	3
Reddy_2102T	19	10335450	4	4	4
Reddy_2834T	19	10335451	4	4	4
Reddy_3513T	19	10335476	3	3	3
Reddy_3712T	19	10335478	3	3	3
Reddy_3600T	19	10335482	4	4	4
Reddy_2882T	19	10335528	4	4	4
Reddy_2933T	19	10335532	3	3	3
Reddy_2933T	19	10335534	3	3	3
Reddy_3655T	19	10335559	4	4	4
Reddy_3963T	19	11094880	3	3	3
Reddy_684T	19	11095973	4	4	4
Reddy_2952T	19	11097200	2	2	2
Reddy_816T	19	11105532	3	3	3
Reddy_2810T	19	11113728	4	4	4
Reddy_2690T	19	11121076	3	3	3
Reddy_3987T	19	11132405	2	2	2
Reddy_2832T	19	11132428	4	4	4
Reddy_3388T	19	11132443	4	4	4
Reddy_2233T	19	11132513	4	4	4
Reddy_2762T	19	11134252	3	3	3
Reddy_3914T	19	11134266	2	2	2
Reddy_2475T	19	11141505	4	4	4
Reddy_2626T	19	11141507	3	3	3
Reddy_3842T	19	11144872	4	4	4
Reddy_2838T	19	11145675	3	3	3
Reddy_2923T	19	11152055	3	3	3
Reddy_3913T	19	11152056	3	3	3
Reddy_2556T	19	11172488	4	4	4
Reddy_3932T	19	12902598	3	3	3
Reddy_3745T	19	12902590	3	3	3
Reddy_3856T	19	12902593	4	4	4
Reddy_2112T	19	12902607	3	3	3
Reddy_3464T	19	12902634	5	5	5
Reddy_2562T	19	12902635	5	5	5
Reddy_2923T	19	12902640	5	5	5
Reddy_3951T	19	12902869	2	2	2
Reddy_3451T	19	12902815	3	3	3
Reddy_2936T	19	12902829	4	4	4
Reddy_2208T	19	12902869	4	4	4
Reddy_3918T	19	12902947	3	3	3
Reddy_3948T	19	12903183	3	3	3
Reddy_2153T	19	12903117	4	4	4
Reddy_2523T	19	12903117	3	3	3
Reddy_3547T	19	12903117	2	2	2
Reddy_2836T	19	12903145	3	3	3
Reddy_3817T	19	12903145	3	3	3
Reddy_3385T	19	12903156	3	3	3
Reddy_3664T	19	12903202	3	3	3
Reddy_2945T	19	12903280	3	3	3
Reddy_3812T	19	12903430	5	5	5
Reddy_3848T	19	12903430	3	3	3
Reddy_3881T	19	12903438	3	3	3
Reddy_2836T	19	12903481	3	3	3
Reddy_2622T	19	17942566	3	3	3
Reddy_2163T	19	17943463	2	2	2
Reddy_3834T	19	17952220	2	2	2
Reddy_2865T	19	17953923	3	3	3
Reddy_2871T	19	17955165	3	3	3
